date,market_cap,metcalfe_market_cap
11/29/09,0.0,260.71
11/30/09,0.0,424.39
12/1/09,0.0,337.59
12/2/09,0.0,775.0
12/3/09,0.0,559.9375
12/4/09,0.0,186.0775
12/5/09,0.0,209.56
12/6/09,0.0,920.7775
12/7/09,0.0,684.79
12/8/09,0.0,1116.0
12/9/09,0.0,838.24
12/10/09,0.0,903.96
12/11/09,0.0,1210.9375
12/12/09,0.0,806.31
12/13/09,0.0,838.24
12/14/09,0.0,1007.19
12/15/09,0.0,1060.8975
12/16/09,0.0,1153.51
12/17/09,0.0,2084.44
12/18/09,0.0,3162.31
12/19/09,0.0,3923.4375
12/20/09,0.0,2373.4375
12/21/09,0.0,2739.16
12/22/09,0.0,1790.56
12/23/09,0.0,2213.4775
12/24/09,0.0,1607.04
12/25/09,0.0,1959.2775
12/26/09,0.0,1959.2775
12/27/09,0.0,2239.75
12/28/09,0.0,1475.91
12/29/09,0.0,2084.44
12/30/09,0.0,1886.04
12/31/09,0.0,1743.75
1/1/10,0.0,1097.4775
1/2/10,0.0,1350.36
1/3/10,0.0,2059.0975
1/4/10,0.0,2886.7975
1/5/10,0.0,3352.96
1/6/10,0.0,1934.71
1/7/10,0.0,1959.2775
1/8/10,0.0,1743.75
1/9/10,0.0,1697.56
1/10/10,0.0,2827.2775
1/11/10,0.0,1837.99
1/12/10,0.0,2213.4775
1/13/10,0.0,2033.91
1/14/10,0.0,1984.0
1/15/10,0.0,1454.5975
1/16/10,0.0,1412.4375
1/17/10,0.0,1191.64
1/18/10,0.0,1309.75
1/19/10,0.0,1134.6775
1/20/10,0.0,1519.0
1/21/10,0.0,2681.19
1/22/10,0.0,1767.0775
1/23/10,0.0,1814.1975
1/24/10,0.0,1697.56
1/25/10,0.0,3320.7975
1/26/10,0.0,3352.96
1/27/10,0.0,2455.51
1/28/10,0.0,2346.39
1/29/10,0.0,2946.9375
1/30/10,0.0,2538.9775
1/31/10,0.0,3417.75
2/1/10,0.0,2739.16
2/2/10,0.0,1562.71
2/3/10,0.0,4614.04
2/4/10,0.0,4316.44
2/5/10,0.0,4843.75
2/6/10,0.0,2886.7975
2/7/10,0.0,3483.16
2/8/10,0.0,3785.1775
2/9/10,0.0,3450.3775
2/10/10,0.0,2109.9375
2/11/10,0.0,2511.0
2/12/10,0.0,2916.79
2/13/10,0.0,3958.39
2/14/10,0.0,3549.19
2/15/10,0.0,2916.79
2/16/10,0.0,2652.4375
2/17/10,0.0,4501.2775
2/18/10,0.0,4243.59
2/19/10,0.0,2652.4375
2/20/10,0.0,3888.64
2/21/10,0.0,3683.11
2/22/10,0.0,5319.91
2/23/10,0.0,4921.56
2/24/10,0.0,2946.9375
2/25/10,0.0,1743.75
2/26/10,0.0,2400.64
2/27/10,0.0,2400.64
2/28/10,0.0,2109.9375
3/1/10,0.0,2710.0975
3/2/10,0.0,3193.6975
3/3/10,0.0,1743.75
3/4/10,0.0,2710.0975
3/5/10,0.0,2455.51
3/6/10,0.0,2710.0975
3/7/10,0.0,2427.9975
3/8/10,0.0,1584.7975
3/9/10,0.0,1720.5775
3/10/10,0.0,1814.1975
3/11/10,0.0,1861.9375
3/12/10,0.0,1097.4775
3/13/10,0.0,1984.0
3/14/10,0.0,1249.9975
3/15/10,0.0,1329.9775
3/16/10,0.0,1475.91
3/17/10,0.0,1249.9975
3/18/10,0.0,2059.0975
3/19/10,0.0,1519.0
3/20/10,0.0,3225.24
3/21/10,0.0,2827.2775
3/22/10,0.0,2623.84
3/23/10,0.0,3483.16
3/24/10,0.0,2595.3975
3/25/10,0.0,2977.24
3/26/10,0.0,3225.24
3/27/10,0.0,2595.3975
3/28/10,0.0,3007.6975
3/29/10,0.0,3069.0775
3/30/10,0.0,3549.19
3/31/10,0.0,3385.2775
4/1/10,0.0,2946.9375
4/2/10,0.0,1790.56
4/3/10,0.0,2319.4975
4/4/10,0.0,2292.76
4/5/10,0.0,2400.64
4/6/10,0.0,2373.4375
4/7/10,0.0,3193.6975
4/8/10,0.0,3385.2775
4/9/10,0.0,2797.75
4/10/10,0.0,7068.31
4/11/10,0.0,5607.9775
4/12/10,0.0,5198.7775
4/13/10,0.0,2567.11
4/14/10,0.0,4207.3975
4/15/10,0.0,5946.4975
4/16/10,0.0,4135.4775
4/17/10,0.0,4316.44
4/18/10,0.0,140407.99
4/19/10,0.0,404999.19
4/20/10,0.0,4243.59
4/21/10,0.0,4501.2775
4/22/10,0.0,3320.7975
4/23/10,0.0,2856.96
4/24/10,0.0,2623.84
4/25/10,0.0,2977.24
4/26/10,0.0,3450.3775
4/27/10,0.0,3615.84
4/28/10,0.0,3483.16
4/29/10,0.0,2739.16
4/30/10,0.0,2483.1775
5/1/10,0.0,2538.9775
5/2/10,0.0,2797.75
5/3/10,0.0,2455.51
5/4/10,0.0,1697.56
5/5/10,0.0,2266.1775
5/6/10,0.0,2135.59
5/7/10,0.0,1814.1975
5/8/10,0.0,2059.0975
5/9/10,0.0,2681.19
5/10/10,0.0,1837.99
5/11/10,0.0,1391.59
5/12/10,0.0,1370.8975
5/13/10,0.0,1790.56
5/14/10,0.0,1651.99
5/15/10,0.0,1329.9775
5/16/10,0.0,937.75
5/17/10,0.0,1934.71
5/18/10,0.0,3225.24
5/19/10,0.0,3352.96
5/20/10,0.0,3516.0975
5/21/10,0.0,3649.3975
5/22/10,0.0,3649.3975
5/23/10,0.0,6928.5775
5/24/10,0.0,4843.75
5/25/10,0.0,5158.71
5/26/10,0.0,5039.4375
5/27/10,0.0,4960.6975
5/28/10,0.0,5158.71
5/29/10,0.0,5158.71
5/30/10,0.0,3007.6975
5/31/10,0.0,3256.9375
6/1/10,0.0,2109.9375
6/2/10,0.0,2455.51
6/3/10,0.0,3683.11
6/4/10,0.0,2797.75
6/5/10,0.0,2427.9975
6/6/10,0.0,2856.96
6/7/10,0.0,3131.0775
6/8/10,0.0,3716.9775
6/9/10,0.0,3256.9375
6/10/10,0.0,3683.11
6/11/10,0.0,4921.56
6/12/10,0.0,3683.11
6/13/10,0.0,3615.84
6/14/10,0.0,4614.04
6/15/10,0.0,6882.31
6/16/10,0.0,2977.24
6/17/10,0.0,3417.75
6/18/10,0.0,2710.0975
6/19/10,0.0,3549.19
6/20/10,0.0,3716.9775
6/21/10,0.0,4999.99
6/22/10,0.0,4843.75
6/23/10,0.0,5079.04
6/24/10,0.0,4882.5775
6/25/10,0.0,3993.4975
6/26/10,0.0,3038.31
6/27/10,0.0,3007.6975
6/28/10,0.0,3649.3975
6/29/10,0.0,4279.9375
6/30/10,0.0,5818.39
7/1/10,0.0,5118.7975
7/2/10,0.0,3853.9975
7/3/10,0.0,5079.04
7/4/10,0.0,3853.9975
7/5/10,0.0,3582.4375
7/6/10,0.0,3385.2775
7/7/10,0.0,3582.4375
7/8/10,0.0,4316.44
7/9/10,0.0,5319.91
7/10/10,0.0,4353.0975
7/11/10,0.0,4464.0
7/12/10,0.0,617185.51
7/13/10,0.0,348973.51
7/14/10,0.0,2892290.778
7/15/10,0.0,314667.4375
7/16/10,0.0,219517.8975
7/17/10,0.0,23273.56
7/18/10,0.0,23358.5775
7/19/10,0.0,28460.79
7/20/10,0.0,44411.2975
7/21/10,0.0,22265.44
7/22/10,0.0,19220.31
7/23/10,0.0,16685.44
7/24/10,0.0,15693.75
7/25/10,0.0,365949.4975
7/26/10,0.0,21117.51
7/27/10,0.0,23529.0775
7/28/10,0.0,13219.0975
7/29/10,0.0,11969.7975
7/30/10,0.0,13671.0
7/31/10,0.0,9385.56
8/1/10,0.0,10782.4975
8/2/10,0.0,16115.04
8/3/10,0.0,34582.36
8/4/10,0.0,13736.1775
8/5/10,0.0,48001.0975
8/6/10,0.0,13541.11
8/7/10,0.0,8645.59
8/8/10,0.0,10324.9375
8/9/10,0.0,16470.3775
8/10/10,0.0,16901.8975
8/11/10,0.0,13998.4375
8/12/10,0.0,16541.91
8/13/10,0.0,27900.0
8/14/10,0.0,15693.75
8/15/10,0.0,12524.31
8/16/10,0.0,11607.0975
8/17/10,287932.825,11969.7975
8/18/10,277566.6,15624.0775
8/19/10,258543.52,12091.9375
8/20/10,251208.875,14530.3975
8/21/10,252573.8296,12153.24
8/22/10,251350.56,9932.71
8/23/10,250552.5,14396.4775
8/24/10,254612.9785,11969.7975
8/25/10,253887.025,13283.19
8/26/10,254574.7968,11848.2775
8/27/10,249414.75,7738.84
8/28/10,249996.5,11969.7975
8/29/10,249739.2,6975.0
8/30/10,266440.05,8697.4375
8/31/10,251446.89399999997,16541.91
9/1/10,251747.1,16327.7775
9/2/10,244463.995,8959.0
9/3/10,246914.47,10212.0975
9/4/10,239284.55,7592.5975
9/5/10,246039.64,9548.0775
9/6/10,250883.2,8236.39
9/7/10,242922.06,6250.84
9/8/10,244021.75199999998,8542.36
9/9/10,246027.6,11368.3975
9/10/10,245020.113,13027.75
9/11/10,245482.8,8337.76
9/12/10,257951.7815,11908.96
9/13/10,246598.2675,18531.8775
9/14/10,255534.65,18759.96
9/15/10,699282.5,18683.7775
9/16/10,247934.26,11487.4375
9/17/10,244586.58,11309.11
9/18/10,245308.245,15346.9375
9/19/10,252809.1915,11132.1775
9/20/10,256712.94,17046.9775
9/21/10,256868.235,42783.7975
9/22/10,255382.48,77345.0775
9/23/10,256863.6,49724.0775
9/24/10,256861.495,30857.4775
9/25/10,255815.04,19297.5775
9/26/10,255932.4366,18836.2975
9/27/10,256372.6981,43943.1975
9/28/10,259127.1265,15903.6975
9/29/10,257528.79,77500.0
9/30/10,256847.25600000002,14130.4975
10/1/10,257658.5442,34169.44
10/2/10,257996.4387,28743.2775
10/3/10,255875.29,19452.5775
10/4/10,258853.1,21360.9375
10/5/10,263457.412,17192.6775
10/6/10,265151.04,18836.2975
10/7/10,267797.31,15209.2975
10/8/10,370057.6,13736.1775
10/9/10,505584.1285,16974.36
10/10/10,506574.0,16399.0
10/11/10,550283.97,15209.2975
10/12/10,419532.3,14935.8775
10/13/10,403384.25,15415.99
10/14/10,446853.75,16327.7775
10/15/10,507535.0,12837.7975
10/16/10,466187.55,18836.2975
10/17/10,448414.725,25981.1775
10/18/10,443322.3,30079.9975
10/19/10,441984.0,119164.0
10/20/10,445778.85,64743.19
10/21/10,473016.4,43014.4375
10/22/10,465155.75,32241.9375
10/23/10,474842.1095,46668.64
10/24/10,829426.0,27160.96
10/25/10,656385.0,27993.0775
10/26/10,833720.0,29791.0
10/27/10,835734.0,46909.51
10/28/10,837820.5935,35520.4975
10/29/10,844430.1,22348.5975
10/30/10,850711.89,18989.4375
10/31/10,883997.8,9224.4375
11/1/10,879191.0,13411.84
11/2/10,871930.0,7985.6775
11/3/10,1229263.75,11667.16
11/4/10,1057230.396,11073.51
11/5/10,1077282.945,16256.71
11/6/10,1305188.5,15903.6975
11/7/10,2256520.4869999997,18380.5975
11/8/10,1674657.0,22935.04
11/9/10,1528432.08,20078.7775
11/10/10,1212884.925,13411.84
11/11/10,1094244.0,17633.4975
11/12/10,1146542.9,8593.8975
11/13/10,1373655.0,9932.71
11/14/10,1372634.25,15140.71
11/15/10,1301389.04,274499.11
11/16/10,1303487.295,2217414.578
11/17/10,1294538.0,22599.0
11/18/10,1344580.364,18305.19
11/19/10,1314478.4,12649.24
11/20/10,1344008.95,28837.75
11/21/10,1350617.0,20956.0
11/22/10,1315614.6,19297.5775
11/23/10,1345212.75,12900.96
11/24/10,1324888.433,28837.75
11/25/10,1327039.1570000001,31843.2775
11/26/10,1358155.5,61249.8775
11/27/10,1339135.351,30759.75
11/28/10,1342491.14,23700.1975
11/29/10,1318986.45,20475.19
11/30/10,1302963.75,24739.9375
12/1/10,1068052.5,37975.0
12/2/10,1189137.5,26613.19
12/3/10,1216798.095,20157.75
12/4/10,1236791.19,20554.9375
12/5/10,1125415.0,23103.99
12/6/10,1080225.0,22599.0
12/7/10,1087658.9,38957.7775
12/8/10,1194954.34,36471.19
12/9/10,1155003.96,31644.8775
12/10/10,988216.8,20475.19
12/11/10,1104012.0,46308.4975
12/12/10,1108422.0,53647.36
12/13/10,1107622.868,96522.84
12/14/10,1121767.5,74127.51
12/15/10,1205914.16,54814.2775
12/16/10,1203803.45,37975.0
12/17/10,1250558.25,33147.99
12/18/10,1223100.45,28179.6975
12/19/10,1229820.375,46548.4375
12/20/10,1355530.0,93775.0
12/21/10,1329048.965,53132.76
12/22/10,1320835.65,59335.9375
12/23/10,1238525.0,57319.0
12/24/10,1240400.0,48123.16
12/25/10,1242425.0,48735.7975
12/26/10,1343798.523,69355.99
12/27/10,1321051.5,35625.51
12/28/10,1398194.0,46188.76
12/29/10,1505647.15,55730.56
12/30/10,1503039.99,41299.75
12/31/10,1505499.9819999998,45711.36
1/1/11,1508164.946,46548.4375
1/2/11,1510854.855,47030.1775
1/3/11,1513324.9109999998,70830.04
1/4/11,1514954.793,68916.7975
1/5/11,1512645.832,87737.44
1/6/11,1514853.6,69943.75
1/7/11,1633699.2,60974.5975
1/8/11,1641355.114,124409.8975
1/9/11,1644318.218,95487.75
1/10/11,1677620.35,113280.2775
1/11/11,1680285.25,108827.4375
1/12/11,1790460.0,91066.84
1/13/11,2075564.25,102493.75
1/14/11,2310097.5,99661.59
1/15/11,2056860.0,92754.79
1/16/11,2060320.0,121093.75
1/17/11,2063780.0,90396.0
1/18/11,1998640.628,111600.0
1/19/11,1760391.61,127174.4775
1/20/11,1905303.75,98085.9375
1/21/11,2285096.0,142081.99
1/22/11,2236167.84,235178.71
1/23/11,2314847.43,151249.6975
1/24/11,2312061.3,219257.11
1/25/11,2221432.5,127373.11
1/26/11,2225576.25,110116.96
1/27/11,2189116.91,108643.84
1/28/11,2363760.0,136883.6775
1/29/11,2346093.8,208952.71
1/30/11,2528880.0,482052.79
1/31/11,2638000.0,362253.91
2/1/11,5020702.5,133200.8775
2/2/11,4446686.012,127571.8975
2/3/11,3975375.0,73673.4375
2/4/11,4672800.0,99661.59
2/5/11,4876064.805,92754.79
2/6/11,4901668.0,87079.0
2/7/11,4835608.47,92754.79
2/8/11,4812120.0,85932.6975
2/9/11,5007813.25,149092.0975
2/10/11,5901940.0,606298.6975
2/11/11,5409887.175,1093916.298
2/12/11,5868512.055,659891.11
2/13/11,5826222.0,527128.96
2/14/11,5836266.0,624203.91
2/15/11,5874786.75,719053.99
2/16/11,5698435.959,471289.59
2/17/11,5711038.239,742854.24
2/18/11,5722380.291,713399.59
2/19/11,5566854.0,500786.71
2/20/11,5220511.922,481279.96
2/21/11,4817041.44,632589.7975
2/22/11,4770941.013,765579.7975
2/23/11,5224192.5,938556.0
2/24/11,5233806.515,628169.1975
2/25/11,5520950.0,729002.8975
2/26/11,5470235.495,652224.5775
2/27/11,5325168.0,792608.31
2/28/11,5273357.897,567488.79
3/1/11,5395043.0,482052.79
3/2/11,5290718.43,1752276.938
3/3/11,5244730.0,1302139.578
3/4/11,5249611.44,695641.24
3/5/11,5148326.633,624643.8775
3/6/11,5113241.209,586093.75
3/7/11,5115806.55,692857.75
3/8/11,5114430.72,975043.6975
3/9/11,4989216.271000001,622006.3975
3/10/11,4916761.5,441947.16
3/11/11,5278534.78,622445.59
3/12/11,5210146.485,523900.0
3/13/11,5215051.6,482052.79
3/14/11,5109165.0,441947.16
3/15/11,5112876.605,548359.0
3/16/11,5063210.0,516270.9775
3/17/11,5012084.0,549596.5975
3/18/11,4850600.912,608468.31
3/19/11,4703309.6,563720.1975
3/20/11,4514178.5,438253.51
3/21/11,4510573.77,2340966.24
3/22/11,4580532.217,951546.24
3/23/11,4875260.0,2428664.31
3/24/11,5168880.0,1120278.31
3/25/11,5118657.0,1017836.64
3/26/11,5211306.75,1123816.96
3/27/11,5165182.8,984964.9375
3/28/11,4951333.625,2017356.31
3/29/11,4625480.0,1355407.11
3/30/11,4602771.75,638359.75
3/31/11,4645483.755,1056391.96
4/1/11,4646625.745,601107.4375
4/2/11,4636731.612,658534.9375
4/3/11,4659874.74,568327.96
4/4/11,4609887.0,1170929.598
4/5/11,4150234.0,1084618.778
4/6/11,4376644.833000001,768505.5775
4/7/11,4499067.465,724256.7975
4/8/11,4688731.75,650427.1975
4/9/11,4510571.12,734241.51
4/10/11,4465817.055,626405.2975
4/11/11,4601886.3,716224.0
4/12/11,5292883.05,894846.31
4/13/11,5910700.0,1095081.278
4/14/11,5563719.0,2251537.75
4/15/11,6458844.744,720943.75
4/16/11,6497675.25,751999.9375
4/17/11,6447992.25,966266.9775
4/18/11,7140184.935,1238140.6979999999
4/19/11,7089663.0,2030029.11
4/20/11,7145353.71,1694535.64
4/21/11,7155236.385,849097.75
4/22/11,7967757.6,1074206.498
4/23/11,9278974.7,895373.0775
4/24/11,11696490.0,1291361.11
4/25/11,10218927.6,1309137.75
4/26/11,10409842.5,1521616.4780000001
4/27/11,11752162.5,3104358.6769999997
4/28/11,15991955.0,2446919.978
4/29/11,16320960.0,2348639.438
4/30/11,25124065.34,3099455.64
5/1/11,24801146.5,3945387.438
5/2/11,21224261.25,1411726.36
5/3/11,21230019.0,2127964.0
5/4/11,21810792.0,2098825.24
5/5/11,21363300.0,2582883.498
5/6/11,22008277.25,2509147.75
5/7/11,22661390.0,2893237.75
5/8/11,23926500.0,1744179.04
5/9/11,24202510.65,3098475.498
5/10/11,32018740.0,2280873.438
5/11/11,37401642.0,2717013.6769999997
5/12/11,36741126.5,1871423.19
5/13/11,52263672.5,4504716.64
5/14/11,55157305.0,4316468.598
5/15/11,53085667.5,3933231.64
5/16/11,52870425.0,6621061.2979999995
5/17/11,52289118.78,6407905.2979999995
5/18/11,49190452.8,7623421.11
5/19/11,45920875.0,9834767.438
5/20/11,44498895.0,6875610.977999999
5/21/11,41458061.16,6549621.7979999995
5/22/11,41582188.0,7478077.998
5/23/11,46969642.5,7995260.2979999995
5/24/11,45499680.0,8858054.777999999
5/25/11,47568340.0,12952821.76
5/26/11,59244567.0,11497311.0
5/27/11,56729416.0,7539104.597999999
5/28/11,55620549.25,7494835.59
5/29/11,54192599.04,6659799.75
5/30/11,57454650.0,7765507.75
5/31/11,60716546.73,11633641.56
6/1/11,60104747.75,9754611.978
6/2/11,67751057.5,12634191.36
6/3/11,91804570.0,16975600.0
6/4/11,111958487.0,21743593.75
6/5/11,122368017.8,17307543.04
6/6/11,124102728.0,24247064.16
6/7/11,123166673.0,19376499.16
6/8/11,206495344.9,33304299.75
6/9/11,204176700.0,38443253.76
6/10/11,227258500.0,34376343.38
6/11/11,195141000.0,33839818.24
6/12/11,162849834.0,37200331.78
6/13/11,159956825.0,40705691.11
6/14/11,137276699.0,44183612.5
6/15/11,131084000.0,53097623.44
6/16/11,131022430.0,39363518.6
6/17/11,127454002.9,40061741.44
6/18/11,113233620.0,42956145.8
6/19/11,124477963.4,43913857.24
6/20/11,114612365.0,41401334.6
6/21/11,102570475.0,30941127.98
6/22/11,99795797.5,47977472.48
6/23/11,106285600.0,37557755.19
6/24/11,111469403.0,40156948.1
6/25/11,117258240.0,28293502.3
6/26/11,116794393.2,32667951.98
6/27/11,120206700.0,47239870.88
6/28/11,117135216.0,40560177.5
6/29/11,115817445.0,36292444.0
6/30/11,117314750.0,31273400.16
7/1/11,114115900.0,51311537.98
7/2/11,110836710.5,79355040.08
7/3/11,105652365.0,28391319.0
7/4/11,106791752.5,32138668.44
7/5/11,101178000.0,24723687.38
7/6/11,111424500.0,43847469.19
7/7/11,109846750.0,32820881.18
7/8/11,105856903.3,30392307.7
7/9/11,101625750.0,33920838.68
7/10/11,106345680.0,52152499.78
7/11/11,103202761.0,31949562.24
7/12/11,99505800.37,34083170.18
7/13/11,96305607.5,47873401.99
7/14/11,96073875.0,50386470.31
7/15/11,97551740.0,34258923.44
7/16/11,96299475.0,34271960.18
7/17/11,95461272.0,38726851.99
7/18/11,93720371.09,29514729.94
7/19/11,100754535.0,42850385.19
7/20/11,96331248.0,34533215.78
7/21/11,95745607.16,39980728.6
7/22/11,95845270.29,34320870.04
7/23/11,95816232.0,30070868.31
7/24/11,96352250.11,33233647.96
7/25/11,101705310.0,40167533.59
7/26/11,99481680.0,34431861.51
7/27/11,97743568.5,33794489.11
7/28/11,96961200.0,38281173.44
7/29/11,95687130.0,32379004.0
7/30/11,95792010.0,27019877.76
7/31/11,103552070.0,32505856.0
8/1/11,94289725.86,35538353.19
8/2/11,93692027.5,29387824.0
8/3/11,91358090.0,19110276.2
8/4/11,80190145.22,19056766.48
8/5/11,80705047.5,25146283.1
8/6/11,76930150.0,25589356.18
8/7/11,68600980.0,22927600.0
8/8/11,62288229.5,25474009.75
8/9/11,84859720.0,33736253.44
8/10/11,75130050.0,21792950.48
8/11/11,73767809.18,19919439.36
8/12/11,69613745.65,15257344.48
8/13/11,70767075.0,19496777.38
8/14/11,79215586.0,28697711.3
8/15/11,83881572.0,21099375.0
8/16/11,80360439.0,21526055.59
8/17/11,79868400.0,22389595.7
8/18/11,82575753.0,26189938.4
8/19/11,83646096.5,31501108.88
8/20/11,83646640.2,28033482.98
8/21/11,82255968.5,27124167.96
8/22/11,81725530.95,36165096.31
8/23/11,81745030.5,37142623.96
8/24/11,81179400.0,24792947.19
8/25/11,78155789.8,26886910.39
8/26/11,73491530.0,30733973.19
8/27/11,65060431.5,21564821.48
8/28/11,67756878.0,20437146.88
8/29/11,67823996.96,22669727.2
8/30/11,65528572.52,17282072.9
8/31/11,64520100.0,16406943.75
9/1/11,60626126.83,14801911.0
9/2/11,61050573.32,14954390.78
9/3/11,62656143.21,12561072.98
9/4/11,61848869.49,15541378.88
9/5/11,61000078.15,19768145.18
9/6/11,55222838.7,17891466.79
9/7/11,54860615.79,16173235.99
9/8/11,52855548.55,13837085.91
9/9/11,50193897.0,15038479.75
9/10/11,44950718.13,13474971.19
9/11/11,53624840.0,13006981.94
9/12/11,51359201.1,12960838.36
9/13/11,45374375.0,13204512.7
9/14/11,43532325.01,13405570.56
9/15/11,41394181.0,11078310.04
9/16/11,38080676.0,11268140.71
9/17/11,36597071.7,11436977.56
9/18/11,36478500.0,10674361.44
9/19/11,40890080.0,12188942.78
9/20/11,49662956.25,26406937.78
9/21/11,45994001.24,14913509.76
9/22/11,42696952.74,16877101.3
9/23/11,41830862.19,22447592.98
9/24/11,41524873.0,24175833.91
9/25/11,40390075.0,23796803.5
9/26/11,40134759.07,22821084.0
9/27/11,37744273.31,22014441.99
9/28/11,36738746.55,10446387.75
9/29/11,35445455.85,9049646.79
9/30/11,39465880.0,10087809.28
10/1/11,39133080.0,9324719.478
10/2/11,38133174.0,8004709.097999999
10/3/11,37541401.21,10329744.44
10/4/11,37237844.5,7872933.677999999
10/5/11,37235250.0,12018483.7
10/6/11,36564084.5,10991381.78
10/7/11,36001792.5,9876717.877999999
10/8/11,34131123.0,9273783.377999999
10/9/11,32635067.85,9336624.64
10/10/11,31696314.82,8630850.197999999
10/11/11,30830033.47,10290413.5
10/12/11,31347371.14,11747864.16
10/13/11,33185207.5,6694328.79
10/14/11,30711001.2,8785292.197999999
10/15/11,30257752.5,10340484.08
10/16/11,29167809.48,7300998.79
10/17/11,28135216.69,9610813.44
10/18/11,21718680.0,9345132.978
10/19/11,19863795.04,7267938.84
10/20/11,18152299.0,6002964.078
10/21/11,20421502.16,8573695.11
10/22/11,24791415.0,6884373.437999999
10/23/11,25259808.0,8409826.397
10/24/11,24076640.0,10054237.75
10/25/11,22892568.0,9089889.75
10/26/11,21673248.4,8069425.24
10/27/11,23001278.34,7034188.998
10/28/11,24564671.25,7370366.56
10/29/11,28905466.86,9476650.71
10/30/11,27587022.46,6644003.778
10/31/11,25628187.2,7329610.937999999
11/1/11,25365195.0,8387236.698
11/2/11,26072620.0,8828251.998
11/3/11,25024894.4,8074170.7979999995
11/4/11,24439088.14,10281485.11
11/5/11,24396802.5,12202553.56
11/6/11,23203332.5,7203538.278
11/7/11,23062650.38,8172557.977999999
11/8/11,24463249.5,9201018.24
11/9/11,23757951.6,11485986.39
11/10/11,22909950.0,10351229.3
11/11/11,22928250.0,7865124.39
11/12/11,23789945.0,7993686.04
11/13/11,23728578.15,7126041.378
11/14/11,23220859.5,8916148.39
11/15/11,20638487.0,10787442.31
11/16/11,19965270.0,8772094.877999999
11/17/11,19986502.72,8707900.0
11/18/11,18385518.65,6903377.91
11/19/11,17708160.0,5926814.437999999
11/20/11,19256294.4,5044678.36
11/21/11,17661281.5,5582260.597999999
11/22/11,18139885.0,5994781.937999999
11/23/11,18387047.0,6008421.937999999
11/24/11,19018875.0,5351847.75
11/25/11,19808640.0,6754969.44
11/26/11,19602253.13,5112433.51
11/27/11,19347375.7,5136380.778
11/28/11,19692406.44,7655738.378
11/29/11,23141353.95,9659204.44
11/30/11,22992169.75,8563916.16
12/1/11,24427630.0,10636194.94
12/2/11,24436704.3,8689836.377999999
12/3/11,24397802.55,6885834.39
12/4/11,23327083.0,6409314.79
12/5/11,22882421.0,8400141.377999999
12/6/11,23843832.5,9967916.777999999
12/7/11,24116650.0,9357051.16
12/8/11,24281370.0,6966425.477999999
12/9/11,23826519.75,7029759.64
12/10/11,23858224.0,7432470.7979999995
12/11/11,26551083.0,5664118.578
12/12/11,26277880.06,5661468.698
12/13/11,25966050.0,6288664.96
12/14/11,25808668.9,7661901.7979999995
12/15/11,25169111.61,5865975.0
12/16/11,25478401.5,5422924.937999999
12/17/11,25501980.5,4690951.0
12/18/11,25683775.0,4803769.998
12/19/11,29270772.69,6039852.76
12/20/11,35626500.0,9319619.59
12/21/11,32570722.5,6743397.76
12/22/11,31663067.48,7245440.977999999
12/23/11,31360037.5,7269439.937999999
12/24/11,31385312.92,4774527.078
12/25/11,34918088.14,5967548.437999999
12/26/11,34341801.06,6351652.698
12/27/11,32362666.0,6720284.16
12/28/11,33421397.97,5324832.8780000005
12/29/11,34577648.0,5907852.977999999
12/30/11,34365600.0,5407377.198
12/31/11,39960249.75,5822902.36
1/1/12,41639000.0,4596168.578
1/2/12,44082248.49,7245440.977999999
1/3/12,42442728.0,6569585.7979999995
1/4/12,45023634.67,6638264.437999999
1/5/12,51436761.75,10324376.71
1/6/12,58097535.0,9450958.298
1/7/12,56515948.25,7598844.31
1/8/12,58059720.0,8570434.84
1/9/12,58117680.0,8109014.177999999
1/10/12,55665688.0,9514396.0
1/11/12,57723578.4,11217734.48
1/12/12,56641414.7,9693843.84
1/13/12,55561874.82,9541894.24
1/14/12,54737775.0,8653765.397
1/15/12,56735651.83,9721600.0
1/16/12,58406774.45,9733755.798
1/17/12,56764850.0,9433849.397
1/18/12,56570220.0,11089431.91
1/19/12,51322320.0,9326419.75
1/20/12,53648714.0,9454381.938
1/21/12,53462737.5,8971096.277999999
1/22/12,52198312.5,6163631.11
1/23/12,52783244.91,8001558.877
1/24/12,53319085.75,9962643.91
1/25/12,52837110.0,12980890.71
1/26/12,50829460.0,9545334.31
1/27/12,46679667.25,9126857.56
1/28/12,47209555.95,8541120.31
1/29/12,47353824.0,8992788.76
1/30/12,46084920.0,8023623.437999999
1/31/12,46541027.5,10029536.64
2/1/12,46480235.8,10891929.44
2/2/12,51163950.0,11292450.68
2/3/12,50784017.0,11929857.8
2/4/12,49610700.0,13015015.28
2/5/12,49341178.13,9777231.36
2/6/12,47956543.5,9231443.19
2/7/12,47334675.1,9348537.397
2/8/12,48528962.16,9737230.277999999
2/9/12,48160880.0,10802076.79
2/10/12,49244456.49,11744047.75
2/11/12,49907100.0,11307423.68
2/12/12,48706222.5,9897726.578
2/13/12,47665904.0,11620351.94
2/14/12,46704000.0,16735584.44
2/15/12,40733848.0,15660132.44
2/16/12,39543032.56,15845758.58
2/17/12,39880133.29,11143266.28
2/18/12,37635099.45,10437391.94
2/19/12,36301388.74,8603065.44
2/20/12,37898166.0,8892888.16
2/21/12,37217219.63,9591835.938
2/22/12,38130552.0,11787973.9
2/23/12,41403862.63,13259196.0
